date,state,fips,cases,deaths
4/27/2020,CALLAO,07,230,0
4/27/2020,CUSCO,08,14,0
4/27/2020,HUANCAVELICA,09,18,0
4/27/2020,HUANUCO,10,20,0
4/27/2020,ICA,11,51,0
4/27/2020,JUNIN,12,33,0
4/27/2020,LA LIBERTAD,13,71,0
4/27/2020,LAMBAYEQUE,14,295,0
4/27/2020,LIMA,15,"1,944",0
4/27/2020,LORETO,15,72,0
4/27/2020,LORETO,16,2,0
4/27/2020,MADRE DE DIOS,17,9,0
4/27/2020,MOQUEGUA,18,3,0
4/27/2020,PASCO,19,12,0
4/27/2020,PIURA,20,236,0
4/27/2020,PUNO,21,28,0
4/27/2020,SAN MARTIN,22,23,0
4/27/2020,TACNA,23,5,0
4/27/2020,TUMBES,24,16,0
4/27/2020,UCAYALI,25,109,0
4/28/2020,AMAZONAS,01,32,0
4/28/2020,ANCASH,02,101,0
4/28/2020,APURIMAC,03,6,0
4/28/2020,AREQUIPA,04,76,0
4/28/2020,AYACUCHO,05,13,0
4/28/2020,CAJAMARCA,06,14,0
4/28/2020,CALLAO,07,200,0
4/28/2020,CUSCO,08,23,0
4/28/2020,HUANCAVELICA,09,13,0
4/28/2020,HUANUCO,10,15,0
4/28/2020,ICA,11,90,0
4/28/2020,JUNIN,12,43,0
4/28/2020,LA LIBERTAD,13,175,0
4/28/2020,LAMBAYEQUE,14,241,0
4/28/2020,LIMA,15,"1,699",0
4/28/2020,LORETO,15,170,0
4/28/2020,LORETO,16,3,0
4/28/2020,MADRE DE DIOS,17,3,0
4/28/2020,MOQUEGUA,18,12,0
4/28/2020,PASCO,19,5,0
4/28/2020,PIURA,20,142,0
4/28/2020,PUNO,21,22,0
4/28/2020,SAN MARTIN,22,43,0
4/28/2020,TACNA,23,14,0
4/28/2020,TUMBES,24,12,0
4/28/2020,UCAYALI,25,184,0
4/29/2020,AMAZONAS,01,28,0
4/29/2020,ANCASH,02,80,0
4/29/2020,APURIMAC,03,7,0
4/29/2020,AREQUIPA,04,111,0
4/29/2020,AYACUCHO,05,32,0
4/29/2020,CAJAMARCA,06,29,0
4/29/2020,CALLAO,07,189,0
4/29/2020,CUSCO,08,22,0
4/29/2020,HUANCAVELICA,09,20,0
4/29/2020,HUANUCO,10,13,0
4/29/2020,ICA,11,131,0
4/29/2020,JUNIN,12,45,0
4/29/2020,LA LIBERTAD,13,142,0
4/29/2020,LAMBAYEQUE,14,248,0
4/29/2020,LIMA,15,"2,493",0
4/29/2020,LORETO,15,222,0
4/29/2020,LORETO,16,8,0
4/29/2020,MADRE DE DIOS,17,8,0
4/29/2020,MOQUEGUA,18,20,0
4/29/2020,PASCO,19,13,0
4/29/2020,PIURA,20,153,0
4/29/2020,PUNO,21,18,0
4/29/2020,SAN MARTIN,22,21,0
4/29/2020,TACNA,23,9,0
4/29/2020,TUMBES,24,47,0
4/29/2020,UCAYALI,25,87,0
4/30/2020,AMAZONAS,01,15,0
4/30/2020,ANCASH,02,108,0
4/30/2020,APURIMAC,03,13,0
4/30/2020,AREQUIPA,04,69,0
4/30/2020,AYACUCHO,05,13,0
4/30/2020,CAJAMARCA,06,47,0
4/30/2020,CALLAO,07,255,0
4/30/2020,CUSCO,08,17,0
4/30/2020,HUANCAVELICA,09,7,0
4/30/2020,HUANUCO,10,19,0
4/30/2020,ICA,11,41,0
4/30/2020,JUNIN,12,66,0
4/30/2020,LA LIBERTAD,13,114,0
4/30/2020,LAMBAYEQUE,14,212,0
4/30/2020,LIMA,15,"1,731",0
4/30/2020,LORETO,15,86,0
4/30/2020,LORETO,16,8,0
4/30/2020,MADRE DE DIOS,17,3,0
4/30/2020,MOQUEGUA,18,10,0
4/30/2020,PASCO,19,1,0
4/30/2020,PIURA,20,180,0
4/30/2020,PUNO,21,18,0
4/30/2020,SAN MARTIN,22,15,0
4/30/2020,TACNA,23,10,0
4/30/2020,TUMBES,24,30,0
4/30/2020,UCAYALI,25,79,0
5/1/2020,AMAZONAS,01,47,0
5/1/2020,ANCASH,02,63,0
5/1/2020,AREQUIPA,04,38,0
5/1/2020,AYACUCHO,05,12,0
5/1/2020,CAJAMARCA,06,19,0
5/1/2020,CALLAO,07,115,0
5/1/2020,CUSCO,08,6,0
5/1/2020,HUANCAVELICA,09,49,0
5/1/2020,HUANUCO,10,8,0
5/1/2020,ICA,11,35,0
5/1/2020,JUNIN,12,26,0
5/1/2020,LA LIBERTAD,13,52,0
5/1/2020,LAMBAYEQUE,14,227,0
5/1/2020,LIMA,15,"1,372",0
5/1/2020,LORETO,15,136,0
5/1/2020,LORETO,16,6,0
5/1/2020,MADRE DE DIOS,17,2,0
5/1/2020,MOQUEGUA,18,11,0
5/1/2020,PASCO,19,5,0
5/1/2020,PIURA,20,141,0
5/1/2020,PUNO,21,8,0
5/1/2020,SAN MARTIN,22,18,0
5/1/2020,TACNA,23,4,0
5/1/2020,TUMBES,24,17,0
5/1/2020,UCAYALI,25,76,0
5/2/2020,AMAZONAS,01,50,0
5/2/2020,ANCASH,02,119,0
5/2/2020,APURIMAC,03,1,0
5/2/2020,AREQUIPA,04,31,0
5/2/2020,AYACUCHO,05,16,0
5/2/2020,CAJAMARCA,06,29,0
5/2/2020,CALLAO,07,214,0
5/2/2020,CUSCO,08,11,0
5/2/2020,HUANCAVELICA,09,22,0
5/2/2020,HUANUCO,10,3,0
5/2/2020,ICA,11,48,0
5/2/2020,JUNIN,12,55,0
5/2/2020,LA LIBERTAD,13,111,0
5/2/2020,LAMBAYEQUE,14,144,0
5/2/2020,LIMA,15,"1,873",0
5/2/2020,LORETO,15,101,0
5/2/2020,LORETO,16,4,0
5/2/2020,MADRE DE DIOS,17,3,0
5/2/2020,MOQUEGUA,18,4,0
5/2/2020,PASCO,19,9,0
5/2/2020,PIURA,20,196,0
5/2/2020,PUNO,21,5,0
5/2/2020,SAN MARTIN,22,30,0
5/2/2020,TACNA,23,5,0
5/2/2020,TUMBES,24,39,0
5/2/2020,UCAYALI,25,106,0
5/3/2020,AMAZONAS,01,2,0
5/3/2020,ANCASH,02,27,0
5/3/2020,AREQUIPA,04,7,0
5/3/2020,AYACUCHO,05,2,0
5/3/2020,CAJAMARCA,06,13,0
5/3/2020,CALLAO,07,95,0
5/3/2020,CUSCO,08,2,0
5/3/2020,HUANCAVELICA,09,6,0
5/3/2020,HUANUCO,10,4,0
5/3/2020,ICA,11,28,0
5/3/2020,JUNIN,12,48,0
5/3/2020,LA LIBERTAD,13,51,0
5/3/2020,LAMBAYEQUE,14,131,0
5/3/2020,LIMA,15,"1,189",0
5/3/2020,LORETO,15,24,0
5/3/2020,LORETO,16,1,0
5/3/2020,PASCO,19,2,0
5/3/2020,PIURA,20,86,0
5/3/2020,PUNO,21,1,0
5/3/2020,SAN MARTIN,22,20,0
5/3/2020,TACNA,23,4,0
5/3/2020,TUMBES,24,11,0
5/3/2020,UCAYALI,25,94,0
5/4/2020,AMAZONAS,01,26,0
5/4/2020,ANCASH,02,99,0
5/4/2020,APURIMAC,03,6,0
5/4/2020,AREQUIPA,04,60,0
5/4/2020,AYACUCHO,05,27,0
5/4/2020,CAJAMARCA,06,14,0
5/4/2020,CALLAO,07,201,0
5/4/2020,CUSCO,08,7,0
5/4/2020,HUANCAVELICA,09,2,0
5/4/2020,HUANUCO,10,7,0
5/4/2020,ICA,11,62,0
5/4/2020,JUNIN,12,44,0
5/4/2020,LA LIBERTAD,13,120,0
5/4/2020,LAMBAYEQUE,14,306,0
5/4/2020,LIMA,15,"2,282",0
5/4/2020,LORETO,15,125,0
5/4/2020,LORETO,16,7,0
5/4/2020,MADRE DE DIOS,17,5,0
5/4/2020,MOQUEGUA,18,12,0
5/4/2020,PASCO,19,20,0
5/4/2020,PIURA,20,216,0
5/4/2020,PUNO,21,6,0
5/4/2020,SAN MARTIN,22,7,0
5/4/2020,TACNA,23,5,0
5/4/2020,TUMBES,24,21,0
5/4/2020,UCAYALI,25,91,0
5/5/2020,AMAZONAS,01,12,0
5/5/2020,ANCASH,02,121,0
5/5/2020,APURIMAC,03,2,0
5/5/2020,AREQUIPA,04,57,0
5/5/2020,AYACUCHO,05,16,0
5/5/2020,CAJAMARCA,06,14,0
5/5/2020,CALLAO,07,270,0
5/5/2020,CUSCO,08,24,0
5/5/2020,HUANCAVELICA,09,34,0
5/5/2020,HUANUCO,10,4,0
5/5/2020,ICA,11,37,0
5/5/2020,JUNIN,12,60,0
5/5/2020,LA LIBERTAD,13,151,0
5/5/2020,LAMBAYEQUE,14,223,0
5/5/2020,LIMA,15,"2,396",0
5/5/2020,LORETO,15,55,0
5/5/2020,LORETO,16,2,0
5/5/2020,MADRE DE DIOS,17,4,0
5/5/2020,MOQUEGUA,18,13,0
5/5/2020,PASCO,19,8,0
5/5/2020,PIURA,20,216,0
5/5/2020,PUNO,21,8,0
5/5/2020,SAN MARTIN,22,11,0
5/5/2020,TACNA,23,9,0
5/5/2020,TUMBES,24,10,0
5/5/2020,UCAYALI,25,59,0
5/6/2020,AMAZONAS,01,11,0
5/6/2020,ANCASH,02,74,0
5/6/2020,APURIMAC,03,1,0
5/6/2020,AREQUIPA,04,56,0
5/6/2020,AYACUCHO,05,20,0
5/6/2020,CAJAMARCA,06,10,0
5/6/2020,CALLAO,07,253,0
5/6/2020,CUSCO,08,50,0
5/6/2020,HUANCAVELICA,09,2,0
5/6/2020,HUANUCO,10,11,0
5/6/2020,ICA,11,60,0
5/6/2020,JUNIN,12,57,0
5/6/2020,LA LIBERTAD,13,112,0
5/6/2020,LAMBAYEQUE,14,165,0
5/6/2020,LIMA,15,"2,260",0
5/6/2020,LORETO,15,106,0
5/6/2020,LORETO,16,4,0
5/6/2020,MADRE DE DIOS,17,6,0
5/6/2020,MOQUEGUA,18,5,0
5/6/2020,PASCO,19,9,0
5/6/2020,PIURA,20,213,0
5/6/2020,PUNO,21,4,0
5/6/2020,SAN MARTIN,22,31,0
5/6/2020,TACNA,23,5,0
5/6/2020,TUMBES,24,14,0
5/6/2020,UCAYALI,25,81,0
5/7/2020,AMAZONAS,01,9,0
5/7/2020,ANCASH,02,78,0
5/7/2020,AREQUIPA,04,47,0
5/7/2020,AYACUCHO,05,13,0
5/7/2020,CAJAMARCA,06,8,0
5/7/2020,CALLAO,07,329,0
5/7/2020,CUSCO,08,48,0
5/7/2020,HUANCAVELICA,09,5,0
5/7/2020,HUANUCO,10,12,0
5/7/2020,ICA,11,76,0
5/7/2020,JUNIN,12,63,0
5/7/2020,LA LIBERTAD,13,54,0
5/7/2020,LAMBAYEQUE,14,154,0
5/7/2020,LIMA,15,"2,332",0
5/7/2020,LORETO,15,69,0
5/7/2020,LORETO,16,7,0
5/7/2020,MADRE DE DIOS,17,2,0
5/7/2020,MOQUEGUA,18,4,0
5/7/2020,PASCO,19,7,0
5/7/2020,PIURA,20,153,0
5/7/2020,PUNO,21,3,0
5/7/2020,SAN MARTIN,22,62,0
5/7/2020,TACNA,23,1,0
5/7/2020,TUMBES,24,14,0
5/7/2020,UCAYALI,25,12,0
5/8/2020,AMAZONAS,01,19,0
5/8/2020,ANCASH,02,53,0
5/8/2020,AREQUIPA,04,39,0
5/8/2020,AYACUCHO,05,24,0
5/8/2020,CAJAMARCA,06,11,0
5/8/2020,CALLAO,07,224,0
5/8/2020,CUSCO,08,48,0
5/8/2020,HUANCAVELICA,09,13,0
5/8/2020,HUANUCO,10,5,0
5/8/2020,ICA,11,97,0
5/8/2020,JUNIN,12,41,0
5/8/2020,LA LIBERTAD,13,73,0
5/8/2020,LAMBAYEQUE,14,150,0
5/8/2020,LIMA,15,"2,005",0
5/8/2020,LORETO,15,125,0
5/8/2020,LORETO,16,1,0
5/8/2020,MADRE DE DIOS,17,5,0
5/8/2020,MOQUEGUA,18,23,0
5/8/2020,PASCO,19,2,0
5/8/2020,PIURA,20,145,0
5/8/2020,PUNO,21,1,0
5/8/2020,SAN MARTIN,22,50,0
5/8/2020,TACNA,23,5,0
5/8/2020,TUMBES,24,11,0
5/8/2020,UCAYALI,25,101,0
5/9/2020,AMAZONAS,01,4,0
5/9/2020,ANCASH,02,69,0
5/9/2020,APURIMAC,03,1,0
5/9/2020,AREQUIPA,04,59,0
5/9/2020,AYACUCHO,05,9,0
5/9/2020,CAJAMARCA,06,6,0
5/9/2020,CALLAO,07,185,0
5/9/2020,CUSCO,08,11,0
5/9/2020,HUANCAVELICA,09,5,0
5/9/2020,HUANUCO,10,13,0
5/9/2020,ICA,11,37,0
5/9/2020,JUNIN,12,35,0
5/9/2020,LA LIBERTAD,13,82,0
5/9/2020,LAMBAYEQUE,14,67,0
5/9/2020,LIMA,15,"1,398",0
5/9/2020,LORETO,15,103,0
5/9/2020,LORETO,16,2,0
5/9/2020,MADRE DE DIOS,17,13,0
5/9/2020,MOQUEGUA,18,2,0
5/9/2020,PASCO,19,6,0
5/9/2020,PIURA,20,89,0
5/9/2020,PUNO,21,5,0
5/9/2020,SAN MARTIN,22,28,0
5/9/2020,TACNA,23,8,0
5/9/2020,TUMBES,24,22,0
5/9/2020,UCAYALI,25,190,0
5/10/2020,ANCASH,02,11,0
5/10/2020,AREQUIPA,04,25,0
5/10/2020,AYACUCHO,05,2,0
5/10/2020,CAJAMARCA,06,2,0
5/10/2020,CALLAO,07,42,0
5/10/2020,CUSCO,08,2,0
5/10/2020,HUANCAVELICA,09,1,0
5/10/2020,HUANUCO,10,2,0
5/10/2020,ICA,11,12,0
5/10/2020,JUNIN,12,17,0
5/10/2020,LA LIBERTAD,13,38,0
5/10/2020,LAMBAYEQUE,14,27,0
5/10/2020,LIMA,15,600,0
5/10/2020,LORETO,15,35,0
5/10/2020,LORETO,16,16,0
5/10/2020,PASCO,19,2,0
5/10/2020,PIURA,20,38,0
5/10/2020,PUNO,21,1,0
5/10/2020,SAN MARTIN,22,14,0
5/10/2020,TUMBES,24,2,0
5/10/2020,UCAYALI,25,47,0
5/11/2020,AMAZONAS,01,12,0
5/11/2020,ANCASH,02,121,0
5/11/2020,APURIMAC,03,3,0
5/11/2020,AREQUIPA,04,51,0
5/11/2020,AYACUCHO,05,14,0
5/11/2020,CAJAMARCA,06,13,0
5/11/2020,CALLAO,07,212,0
5/11/2020,CUSCO,08,56,0
5/11/2020,HUANCAVELICA,09,1,0
5/11/2020,HUANUCO,10,16,0
5/11/2020,ICA,11,42,0
5/11/2020,JUNIN,12,42,0
5/11/2020,LA LIBERTAD,13,57,0
5/11/2020,LAMBAYEQUE,14,127,0
5/11/2020,LIMA,15,"2,328",0
5/11/2020,LORETO,15,172,0
5/11/2020,LORETO,16,19,0
5/11/2020,MADRE DE DIOS,17,16,0
5/11/2020,MOQUEGUA,18,3,0
5/11/2020,PASCO,19,3,0
5/11/2020,PIURA,20,164,0
5/11/2020,PUNO,21,3,0
5/11/2020,SAN MARTIN,22,11,0
5/11/2020,TACNA,23,1,0
5/11/2020,TUMBES,24,30,0
5/11/2020,UCAYALI,25,46,0
5/12/2020,AMAZONAS,01,11,0
5/12/2020,ANCASH,02,101,0
5/12/2020,APURIMAC,03,3,0
5/12/2020,AREQUIPA,04,104,0
5/12/2020,AYACUCHO,05,17,0
5/12/2020,CAJAMARCA,06,22,0
5/12/2020,CALLAO,07,316,0
5/12/2020,CUSCO,08,33,0
5/12/2020,HUANCAVELICA,09,1,0
5/12/2020,HUANUCO,10,13,0
5/12/2020,ICA,11,94,0
5/12/2020,JUNIN,12,38,0
5/12/2020,LA LIBERTAD,13,103,0
5/12/2020,LAMBAYEQUE,14,129,0
5/12/2020,LIMA,15,"2,920",0
5/12/2020,LORETO,15,94,0
5/12/2020,LORETO,16,24,0
5/12/2020,MADRE DE DIOS,17,11,0
5/12/2020,MOQUEGUA,18,2,0
5/12/2020,PASCO,19,9,0
5/12/2020,PIURA,20,132,0
5/12/2020,PUNO,21,4,0
5/12/2020,SAN MARTIN,22,12,0
5/12/2020,TACNA,23,3,0
5/12/2020,TUMBES,24,29,0
5/12/2020,UCAYALI,25,84,0
5/13/2020,AMAZONAS,01,8,0
5/13/2020,ANCASH,02,152,0
5/13/2020,APURIMAC,03,2,0
5/13/2020,AREQUIPA,04,112,0
5/13/2020,AYACUCHO,05,19,0
5/13/2020,CAJAMARCA,06,3,0
5/13/2020,CALLAO,07,351,0
5/13/2020,CUSCO,08,47,0
5/13/2020,HUANCAVELICA,09,5,0
5/13/2020,HUANUCO,10,62,0
5/13/2020,ICA,11,73,0
5/13/2020,JUNIN,12,74,0
5/13/2020,LA LIBERTAD,13,72,0
5/13/2020,LAMBAYEQUE,14,164,0
5/13/2020,LIMA,15,"2,749",0
5/13/2020,LORETO,15,144,0
5/13/2020,LORETO,16,9,0
5/13/2020,MADRE DE DIOS,17,14,0
5/13/2020,MOQUEGUA,18,6,0
5/13/2020,PASCO,19,8,0
5/13/2020,PIURA,20,115,0
5/13/2020,PUNO,21,1,0
5/13/2020,SAN MARTIN,22,29,0
5/13/2020,TACNA,23,4,0
5/13/2020,TUMBES,24,36,0
5/13/2020,UCAYALI,25,109,0
5/14/2020,AMAZONAS,01,3,0
5/14/2020,ANCASH,02,179,0
5/14/2020,APURIMAC,03,2,0
5/14/2020,AREQUIPA,04,121,0
5/14/2020,AYACUCHO,05,12,0
5/14/2020,CAJAMARCA,06,12,0
5/14/2020,CALLAO,07,325,0
5/14/2020,CUSCO,08,31,0
5/14/2020,HUANCAVELICA,09,12,0
5/14/2020,HUANUCO,10,26,0
5/14/2020,ICA,11,84,0
5/14/2020,JUNIN,12,29,0
5/14/2020,LA LIBERTAD,13,83,0
5/14/2020,LAMBAYEQUE,14,180,0
5/14/2020,LIMA,15,"2,135",0
5/14/2020,LORETO,15,120,0
5/14/2020,LORETO,16,13,0
5/14/2020,MADRE DE DIOS,17,8,0
5/14/2020,MOQUEGUA,18,4,0
5/14/2020,PASCO,19,12,0
5/14/2020,PIURA,20,135,0
5/14/2020,PUNO,21,1,0
5/14/2020,SAN MARTIN,22,38,0
5/14/2020,TACNA,23,6,0
5/14/2020,TUMBES,24,23,0
5/14/2020,UCAYALI,25,110,0
5/15/2020,AMAZONAS,01,23,0
5/15/2020,ANCASH,02,166,0
5/15/2020,APURIMAC,03,3,0
5/15/2020,AREQUIPA,04,96,0
5/15/2020,AYACUCHO,05,47,0
5/15/2020,CAJAMARCA,06,20,0
5/15/2020,CALLAO,07,310,0
5/15/2020,CUSCO,08,6,0
5/15/2020,HUANCAVELICA,09,5,0
5/15/2020,HUANUCO,10,23,0
5/15/2020,ICA,11,102,0
5/15/2020,JUNIN,12,48,0
5/15/2020,LA LIBERTAD,13,210,0
5/15/2020,LAMBAYEQUE,14,259,0
5/15/2020,LIMA,15,"2,385",0
5/15/2020,LORETO,15,218,0
5/15/2020,LORETO,16,19,0
5/15/2020,MADRE DE DIOS,17,4,0
5/15/2020,MOQUEGUA,18,1,0
5/15/2020,PASCO,19,7,0
5/15/2020,PIURA,20,99,0
5/15/2020,PUNO,21,7,0
5/15/2020,SAN MARTIN,22,21,0
5/15/2020,TACNA,23,10,0
5/15/2020,TUMBES,24,38,0
5/15/2020,UCAYALI,25,104,0
5/16/2020,AMAZONAS,01,32,0
5/16/2020,ANCASH,02,103,0
5/16/2020,AREQUIPA,04,85,0
5/16/2020,AYACUCHO,05,39,0
5/16/2020,CAJAMARCA,06,13,0
5/16/2020,CALLAO,07,215,0
5/16/2020,CUSCO,08,10,0
5/16/2020,HUANCAVELICA,09,5,0
5/16/2020,HUANUCO,10,8,0
5/16/2020,ICA,11,118,0
5/16/2020,JUNIN,12,43,0
5/16/2020,LA LIBERTAD,13,145,0
5/16/2020,LAMBAYEQUE,14,134,0
5/16/2020,LIMA,15,"2,378",0
5/16/2020,LORETO,15,82,0
5/16/2020,LORETO,16,73,0
5/16/2020,MADRE DE DIOS,17,19,0
5/16/2020,MOQUEGUA,18,13,0
5/16/2020,PASCO,19,15,0
5/16/2020,PIURA,20,58,0
5/16/2020,PUNO,21,1,0
5/16/2020,SAN MARTIN,22,54,0
5/16/2020,TACNA,23,5,0
5/16/2020,TUMBES,24,36,0
5/16/2020,UCAYALI,25,407,0
5/17/2020,AMAZONAS,01,1,0
5/17/2020,ANCASH,02,49,0
5/17/2020,APURIMAC,03,2,0
5/17/2020,AREQUIPA,04,8,0
5/17/2020,AYACUCHO,05,8,0
5/17/2020,CAJAMARCA,06,2,0
5/17/2020,CALLAO,07,108,0
5/17/2020,HUANCAVELICA,09,9,0
5/17/2020,HUANUCO,10,5,0
5/17/2020,ICA,11,34,0
5/17/2020,JUNIN,12,8,0
5/17/2020,LA LIBERTAD,13,6,0
5/17/2020,LAMBAYEQUE,14,26,0
5/17/2020,LIMA,15,"1,290",0
5/17/2020,LORETO,15,46,0
5/17/2020,LORETO,16,30,0
5/17/2020,PASCO,19,6,0
5/17/2020,PIURA,20,50,0
5/17/2020,SAN MARTIN,22,19,0
5/17/2020,TUMBES,24,14,0
5/17/2020,UCAYALI,25,52,0
5/18/2020,AMAZONAS,01,18,0
5/18/2020,ANCASH,02,96,0
5/18/2020,APURIMAC,03,3,0
5/18/2020,AREQUIPA,04,86,0
5/18/2020,AYACUCHO,05,15,0
5/18/2020,CAJAMARCA,06,18,0
5/18/2020,CALLAO,07,236,0
5/18/2020,CUSCO,08,6,0
5/18/2020,HUANCAVELICA,09,6,0
5/18/2020,HUANUCO,10,17,0
5/18/2020,ICA,11,182,0
5/18/2020,JUNIN,12,98,0
5/18/2020,LA LIBERTAD,13,120,0
5/18/2020,LAMBAYEQUE,14,224,0
5/18/2020,LIMA,15,"3,063",0
5/18/2020,LORETO,15,161,0
5/18/2020,LORETO,16,4,0
5/18/2020,MADRE DE DIOS,17,17,0
5/18/2020,MOQUEGUA,18,9,0
5/18/2020,PASCO,19,8,0
5/18/2020,PIURA,20,181,0
5/18/2020,PUNO,21,5,0
5/18/2020,SAN MARTIN,22,92,0
5/18/2020,TACNA,23,17,0
5/18/2020,TUMBES,24,24,0
5/18/2020,UCAYALI,25,354,0
5/19/2020,AMAZONAS,01,30,0
5/19/2020,ANCASH,02,281,0
5/19/2020,APURIMAC,03,1,0
5/19/2020,AREQUIPA,04,122,0
5/19/2020,AYACUCHO,05,16,0
5/19/2020,CAJAMARCA,06,28,0
5/19/2020,CALLAO,07,382,0
5/19/2020,CUSCO,08,39,0
5/19/2020,HUANCAVELICA,09,16,0
5/19/2020,HUANUCO,10,20,0
5/19/2020,ICA,11,88,0
5/19/2020,JUNIN,12,38,0
5/19/2020,LA LIBERTAD,13,133,0
5/19/2020,LAMBAYEQUE,14,218,0
5/19/2020,LIMA,15,"2,791",0
5/19/2020,LORETO,15,218,0
5/19/2020,LORETO,16,35,0
5/19/2020,MADRE DE DIOS,17,9,0
5/19/2020,MOQUEGUA,18,39,0
5/19/2020,PASCO,19,15,0
5/19/2020,PIURA,20,262,0
5/19/2020,PUNO,21,4,0
5/19/2020,SAN MARTIN,22,89,0
5/19/2020,TACNA,23,12,0
5/19/2020,TUMBES,24,40,0
5/19/2020,UCAYALI,25,140,0
5/20/2020,AMAZONAS,01,10,0
5/20/2020,ANCASH,02,124,0
5/20/2020,AREQUIPA,04,156,0
5/20/2020,AYACUCHO,05,17,0
5/20/2020,CAJAMARCA,06,24,0
5/20/2020,CALLAO,07,349,0
5/20/2020,CUSCO,08,31,0
5/20/2020,HUANCAVELICA,09,10,0
5/20/2020,HUANUCO,10,17,0
5/20/2020,ICA,11,99,0
5/20/2020,JUNIN,12,45,0
5/20/2020,LA LIBERTAD,13,142,0
5/20/2020,LAMBAYEQUE,14,134,0
5/20/2020,LIMA,15,"2,896",0
5/20/2020,LORETO,15,194,0
5/20/2020,LORETO,16,1,0
5/20/2020,MADRE DE DIOS,17,5,0
5/20/2020,MOQUEGUA,18,60,0
5/20/2020,PASCO,19,19,0
5/20/2020,PIURA,20,377,0
5/20/2020,PUNO,21,6,0
5/20/2020,SAN MARTIN,22,41,0
5/20/2020,TACNA,23,8,0
5/20/2020,TUMBES,24,27,0
5/20/2020,UCAYALI,25,317,0
5/21/2020,AMAZONAS,01,54,0
5/21/2020,ANCASH,02,134,0
5/21/2020,APURIMAC,03,5,0
5/21/2020,AREQUIPA,04,144,0
5/21/2020,AYACUCHO,05,19,0
5/21/2020,CAJAMARCA,06,19,0
5/21/2020,CALLAO,07,382,0
5/21/2020,CUSCO,08,39,0
5/21/2020,HUANCAVELICA,09,17,0
5/21/2020,HUANUCO,10,9,0
5/21/2020,ICA,11,172,0
5/21/2020,JUNIN,12,38,0
5/21/2020,LA LIBERTAD,13,267,0
5/21/2020,LAMBAYEQUE,14,165,0
5/21/2020,LIMA,15,"2,941",0
5/21/2020,LORETO,15,194,0
5/21/2020,LORETO,16,7,0
5/21/2020,MADRE DE DIOS,17,10,0
5/21/2020,MOQUEGUA,18,49,0
5/21/2020,PASCO,19,31,0
5/21/2020,PIURA,20,343,0
5/21/2020,PUNO,21,22,0
5/21/2020,SAN MARTIN,22,43,0
5/21/2020,TACNA,23,30,0
5/21/2020,TUMBES,24,35,0
5/21/2020,UCAYALI,25,160,0
5/22/2020,AMAZONAS,01,25,0
5/22/2020,ANCASH,02,175,0
5/22/2020,APURIMAC,03,13,0
5/22/2020,AREQUIPA,04,197,0
5/22/2020,AYACUCHO,05,40,0
5/22/2020,CAJAMARCA,06,29,0
5/22/2020,CALLAO,07,428,0
5/22/2020,CUSCO,08,43,0
5/22/2020,HUANCAVELICA,09,24,0
5/22/2020,HUANUCO,10,36,0
5/22/2020,ICA,11,94,0
5/22/2020,JUNIN,12,54,0
5/22/2020,LA LIBERTAD,13,234,0
5/22/2020,LAMBAYEQUE,14,156,0
5/22/2020,LIMA,15,"3,374",0
5/22/2020,LORETO,15,140,0
5/22/2020,LORETO,16,11,0
5/22/2020,MADRE DE DIOS,17,40,0
5/22/2020,MOQUEGUA,18,60,0
5/22/2020,PASCO,19,42,0
5/22/2020,PIURA,20,476,0
5/22/2020,PUNO,21,13,0
5/22/2020,SAN MARTIN,22,26,0
5/22/2020,TACNA,23,28,0
5/22/2020,TUMBES,24,41,0
5/22/2020,UCAYALI,25,187,0
5/23/2020,AMAZONAS,01,7,0
5/23/2020,ANCASH,02,140,0
5/23/2020,APURIMAC,03,8,0
5/23/2020,AREQUIPA,04,146,0
5/23/2020,AYACUCHO,05,31,0
5/23/2020,CAJAMARCA,06,41,0
5/23/2020,CALLAO,07,346,0
5/23/2020,CUSCO,08,32,0
5/23/2020,HUANCAVELICA,09,6,0
5/23/2020,HUANUCO,10,22,0
5/23/2020,ICA,11,78,0
5/23/2020,JUNIN,12,37,0
5/23/2020,LA LIBERTAD,13,186,0
5/23/2020,LAMBAYEQUE,14,199,0
5/23/2020,LIMA,15,"3,004",0
5/23/2020,LORETO,15,141,0
5/23/2020,LORETO,16,6,0
5/23/2020,MADRE DE DIOS,17,26,0
5/23/2020,MOQUEGUA,18,35,0
5/23/2020,PASCO,19,36,0
5/23/2020,PIURA,20,534,0
5/23/2020,PUNO,21,6,0
5/23/2020,SAN MARTIN,22,18,0
5/23/2020,TACNA,23,43,0
5/23/2020,TUMBES,24,29,0
5/23/2020,UCAYALI,25,125,0
5/24/2020,AMAZONAS,01,4,0
5/24/2020,ANCASH,02,52,0
5/24/2020,AREQUIPA,04,35,0
5/24/2020,AYACUCHO,05,6,0
5/24/2020,CAJAMARCA,06,7,0
5/24/2020,CALLAO,07,72,0
5/24/2020,CUSCO,08,6,0
5/24/2020,HUANCAVELICA,09,7,0
5/24/2020,HUANUCO,10,7,0
5/24/2020,ICA,11,20,0
5/24/2020,JUNIN,12,21,0
5/24/2020,LA LIBERTAD,13,68,0
5/24/2020,LAMBAYEQUE,14,96,0
5/24/2020,LIMA,15,971,0
5/24/2020,LORETO,15,89,0
5/24/2020,LORETO,16,7,0
