fips,date,state,cases,deaths
09,3/30/20,HUANCAVELICA,,
09,3/31/20,HUANCAVELICA,1,
09,4/1/20,HUANCAVELICA,1,
09,4/2/20,HUANCAVELICA,1,
09,4/3/20,HUANCAVELICA,2,
09,4/4/20,HUANCAVELICA,2,
09,4/5/20,HUANCAVELICA,3,
09,4/6/20,HUANCAVELICA,8,
09,4/7/20,HUANCAVELICA,9,
09,4/8/20,HUANCAVELICA,9,
09,4/9/20,HUANCAVELICA,9,
09,4/10/20,HUANCAVELICA,9,
09,4/11/20,HUANCAVELICA,11,
09,4/12/20,HUANCAVELICA,13,
09,4/13/20,HUANCAVELICA,14,
09,4/14/20,HUANCAVELICA,15,
09,4/15/20,HUANCAVELICA,19,
09,4/16/20,HUANCAVELICA,25,
09,4/17/20,HUANCAVELICA,26,
09,4/18/20,HUANCAVELICA,26,
09,4/19/20,HUANCAVELICA,28,
09,4/20/20,HUANCAVELICA,31,
09,4/21/20,HUANCAVELICA,32,
09,4/22/20,HUANCAVELICA,36,
09,4/23/20,HUANCAVELICA,39,
09,4/24/20,HUANCAVELICA,42,
09,4/25/20,HUANCAVELICA,56,
09,4/26/20,HUANCAVELICA,67,
09,4/27/20,HUANCAVELICA,85,
09,4/28/20,HUANCAVELICA,98,
09,4/29/20,HUANCAVELICA,118,
09,4/30/20,HUANCAVELICA,135,
09,5/1/20,HUANCAVELICA,203,
09,5/2/20,HUANCAVELICA,264,
09,5/3/20,HUANCAVELICA,289,
09,5/4/20,HUANCAVELICA,301,
09,5/5/20,HUANCAVELICA,337,
09,5/6/20,HUANCAVELICA,340,
09,5/7/20,HUANCAVELICA,345,
09,5/8/20,HUANCAVELICA,358,
09,5/9/20,HUANCAVELICA,363,
09,5/10/20,HUANCAVELICA,364,
09,5/11/20,HUANCAVELICA,365,
09,5/12/20,HUANCAVELICA,366,
09,5/13/20,HUANCAVELICA,371,
09,5/14/20,HUANCAVELICA,383,
09,5/15/20,HUANCAVELICA,389,
09,5/16/20,HUANCAVELICA,394,
09,5/17/20,HUANCAVELICA,403,
09,5/18/20,HUANCAVELICA,409,
09,5/19/20,HUANCAVELICA,425,
09,5/20/20,HUANCAVELICA,435,
09,5/21/20,HUANCAVELICA,452,
09,5/22/20,HUANCAVELICA,476,
09,5/23/20,HUANCAVELICA,482,
09,5/24/20,HUANCAVELICA,489,
09,5/25/20,HUANCAVELICA,501,
09,5/26/20,HUANCAVELICA,510,
09,5/27/20,HUANCAVELICA,524,
09,5/28/20,HUANCAVELICA,534,
09,5/29/20,HUANCAVELICA,545,
09,5/30/20,HUANCAVELICA,556,
09,5/31/20,HUANCAVELICA,559,
09,6/1/20,HUANCAVELICA,572,
09,6/2/20,HUANCAVELICA,577,
09,6/3/20,HUANCAVELICA,606,1
09,6/4/20,HUANCAVELICA,620,1
09,6/5/20,HUANCAVELICA,627,1
09,6/6/20,HUANCAVELICA,638,3
09,6/7/20,HUANCAVELICA,651,3
09,6/8/20,HUANCAVELICA,664,4
09,6/9/20,HUANCAVELICA,680,4
09,6/10/20,HUANCAVELICA,697,4
09,6/11/20,HUANCAVELICA,714,4
09,6/12/20,HUANCAVELICA,727,4
09,6/13/20,HUANCAVELICA,739,5
09,6/14/20,HUANCAVELICA,745,5
09,6/15/20,HUANCAVELICA,759,6
09,6/16/20,HUANCAVELICA,762,8
09,6/17/20,HUANCAVELICA,766,8
09,6/18/20,HUANCAVELICA,769,8
09,6/19/20,HUANCAVELICA,776,8
09,6/20/20,HUANCAVELICA,787,8
09,6/21/20,HUANCAVELICA,791,8
09,6/22/20,HUANCAVELICA,797,8
09,6/23/20,HUANCAVELICA,810,8
09,6/24/20,HUANCAVELICA,817,8
10,3/19/20,HUANUCO,2,
10,3/20/20,HUANUCO,2,
10,3/21/20,HUANUCO,2,
10,3/23/20,HUANUCO,2,
10,3/24/20,HUANUCO,2,
10,3/26/20,HUANUCO,4,
10,3/27/20,HUANUCO,4,
10,3/28/20,HUANUCO,4,
10,3/29/20,HUANUCO,4,
10,3/30/20,HUANUCO,6,
10,3/31/20,HUANUCO,6,
10,4/1/20,HUANUCO,6,
10,4/2/20,HUANUCO,6,
10,4/3/20,HUANUCO,6,
10,4/4/20,HUANUCO,6,
10,4/5/20,HUANUCO,7,
10,4/6/20,HUANUCO,10,
10,4/7/20,HUANUCO,12,
10,4/8/20,HUANUCO,17,
10,4/9/20,HUANUCO,24,
10,4/10/20,HUANUCO,27,
10,4/11/20,HUANUCO,34,
10,4/12/20,HUANUCO,38,
10,4/13/20,HUANUCO,43,
10,4/14/20,HUANUCO,53,
10,4/15/20,HUANUCO,67,
10,4/16/20,HUANUCO,78,
10,4/17/20,HUANUCO,116,
10,4/18/20,HUANUCO,136,
10,4/19/20,HUANUCO,140,
10,4/20/20,HUANUCO,147,
10,4/21/20,HUANUCO,157,
10,4/22/20,HUANUCO,162,
10,4/23/20,HUANUCO,171,
10,4/24/20,HUANUCO,180,
10,4/25/20,HUANUCO,228,
10,4/26/20,HUANUCO,234,
10,4/27/20,HUANUCO,254,
10,4/28/20,HUANUCO,269,
10,4/29/20,HUANUCO,280,
10,4/30/20,HUANUCO,299,1
10,5/1/20,HUANUCO,307,3
10,5/2/20,HUANUCO,310,3
10,5/3/20,HUANUCO,314,3
10,5/4/20,HUANUCO,330,4
10,5/5/20,HUANUCO,340,7
10,5/6/20,HUANUCO,351,7
10,5/7/20,HUANUCO,362,7
10,5/8/20,HUANUCO,367,7
10,5/9/20,HUANUCO,380,7
10,5/10/20,HUANUCO,382,7
10,5/11/20,HUANUCO,398,7
10,5/12/20,HUANUCO,411,7
10,5/13/20,HUANUCO,473,7
10,5/14/20,HUANUCO,499,7
10,5/15/20,HUANUCO,520,7
10,5/16/20,HUANUCO,527,7
10,5/17/20,HUANUCO,532,7
10,5/18/20,HUANUCO,548,7
10,5/19/20,HUANUCO,567,7
10,5/20/20,HUANUCO,584,7
10,5/21/20,HUANUCO,594,7
10,5/22/20,HUANUCO,630,7
10,5/23/20,HUANUCO,652,7
10,5/24/20,HUANUCO,659,7
10,5/25/20,HUANUCO,687,7
10,5/26/20,HUANUCO,707,7
10,5/27/20,HUANUCO,739,9
10,5/28/20,HUANUCO,763,10
10,5/29/20,HUANUCO,796,10
10,5/30/20,HUANUCO,806,12
10,5/31/20,HUANUCO,815,13
10,6/1/20,HUANUCO,834,13
10,6/2/20,HUANUCO,862,13
10,6/3/20,HUANUCO,899,13
10,6/4/20,HUANUCO,977,13
10,6/5/20,HUANUCO,1019,14
10,6/6/20,HUANUCO,1033,16
10,6/7/20,HUANUCO,1047,17
10,6/8/20,HUANUCO,1090,18
10,6/9/20,HUANUCO,1125,19
10,6/10/20,HUANUCO,1160,22
10,6/11/20,HUANUCO,1251,24
10,6/12/20,HUANUCO,1299,27
10,6/13/20,HUANUCO,1348,28
10,6/14/20,HUANUCO,1371,30
10,6/15/20,HUANUCO,1434,31
10,6/16/20,HUANUCO,1471,35
10,6/17/20,HUANUCO,1514,36
10,6/18/20,HUANUCO,1582,38
10,6/19/20,HUANUCO,1643,39
10,6/20/20,HUANUCO,1681,39
10,6/21/20,HUANUCO,1705,42
10,6/22/20,HUANUCO,1736,45
10,6/23/20,HUANUCO,1780,46
10,6/24/20,HUANUCO,1792,49
11,3/19/20,ICA,1,
11,3/20/20,ICA,1,
11,3/21/20,ICA,1,
11,3/23/20,ICA,2,
11,3/24/20,ICA,2,
11,3/26/20,ICA,3,
11,3/27/20,ICA,4,
11,3/28/20,ICA,4,
11,3/29/20,ICA,5,
11,3/30/20,ICA,5,
11,3/31/20,ICA,8,
11,4/1/20,ICA,8,1
11,4/2/20,ICA,8,1
11,4/3/20,ICA,12,2
11,4/4/20,ICA,17,3
11,4/5/20,ICA,21,3
11,4/6/20,ICA,28,3
11,4/7/20,ICA,37,3
11,4/8/20,ICA,46,3
11,4/9/20,ICA,51,5
11,4/10/20,ICA,66,6
11,4/11/20,ICA,85,8
11,4/12/20,ICA,88,9
11,4/13/20,ICA,115,12
11,4/14/20,ICA,121,14
11,4/15/20,ICA,134,15
11,4/16/20,ICA,157,16
11,4/17/20,ICA,179,18
11,4/18/20,ICA,198,19
11,4/19/20,ICA,202,21
11,4/20/20,ICA,230,22
11,4/21/20,ICA,252,24
11,4/22/20,ICA,284,29
11,4/23/20,ICA,318,34
11,4/24/20,ICA,334,35
11,4/25/20,ICA,361,40
11,4/26/20,ICA,371,43
11,4/27/20,ICA,422,46
11,4/28/20,ICA,512,51
11,4/29/20,ICA,643,54
11,4/30/20,ICA,684,63
11,5/1/20,ICA,719,70
11,5/2/20,ICA,767,74
11,5/3/20,ICA,795,82
11,5/4/20,ICA,857,90
11,5/5/20,ICA,894,95
11,5/6/20,ICA,954,103
11,5/7/20,ICA,1030,109
11,5/8/20,ICA,1127,117
11,5/9/20,ICA,1164,120
11,5/10/20,ICA,1176,123
11,5/11/20,ICA,1218,132
11,5/12/20,ICA,1312,136
11,5/13/20,ICA,1385,141
11,5/14/20,ICA,1469,144
11,5/15/20,ICA,1571,149
11,5/16/20,ICA,1689,154
11,5/17/20,ICA,1723,157
11,5/18/20,ICA,1905,168
11,5/19/20,ICA,1993,180
11,5/20/20,ICA,2092,189
11,5/21/20,ICA,2264,196
11,5/22/20,ICA,2358,207
11,5/23/20,ICA,2436,208
11,5/24/20,ICA,2456,215
11,5/25/20,ICA,2703,219
11,5/26/20,ICA,2871,219
11,5/27/20,ICA,3081,222
11,5/28/20,ICA,3213,228
11,5/29/20,ICA,3509,239
11,5/30/20,ICA,3617,244
11,5/31/20,ICA,3645,252
11,6/1/20,ICA,3823,258
11,6/2/20,ICA,4017,261
11,6/3/20,ICA,4137,272
11,6/4/20,ICA,4238,277
11,6/5/20,ICA,4345,281
11,6/6/20,ICA,4495,290
11,6/7/20,ICA,4573,292
11,6/8/20,ICA,4732,298
11,6/9/20,ICA,4884,306
11,6/10/20,ICA,5074,317
11,6/11/20,ICA,5243,328
11,6/12/20,ICA,5420,335
11,6/13/20,ICA,5573,346
11,6/14/20,ICA,5597,353
11,6/15/20,ICA,5713,356
11,6/16/20,ICA,5799,372
11,6/17/20,ICA,5974,383
11,6/18/20,ICA,6053,391
11,6/19/20,ICA,6149,398
11,6/20/20,ICA,6270,409
11,6/21/20,ICA,6310,425
11,6/22/20,ICA,6498,430
11,6/23/20,ICA,6655,433
11,6/24/20,ICA,6712,442
12,3/19/20,JUNIN,2,
12,3/20/20,JUNIN,9,
12,3/21/20,JUNIN,9,
12,3/23/20,JUNIN,9,
12,3/24/20,JUNIN,10,
12,3/26/20,JUNIN,11,
12,3/27/20,JUNIN,11,
12,3/28/20,JUNIN,12,
12,3/29/20,JUNIN,12,
12,3/30/20,JUNIN,16,1
12,3/31/20,JUNIN,16,1
12,4/1/20,JUNIN,18,1
12,4/2/20,JUNIN,18,1
12,4/3/20,JUNIN,26,1
12,4/4/20,JUNIN,26,2
12,4/5/20,JUNIN,30,2
12,4/6/20,JUNIN,30,2
12,4/7/20,JUNIN,43,2
12,4/8/20,JUNIN,45,2
12,4/9/20,JUNIN,59,2
12,4/10/20,JUNIN,61,2
12,4/11/20,JUNIN,69,2
12,4/12/20,JUNIN,73,2
12,4/13/20,JUNIN,82,2
12,4/14/20,JUNIN,115,4
12,4/15/20,JUNIN,127,4
12,4/16/20,JUNIN,155,4
12,4/17/20,JUNIN,175,4
12,4/18/20,JUNIN,189,6
12,4/19/20,JUNIN,194,7
12,4/20/20,JUNIN,213,7
12,4/21/20,JUNIN,241,7
12,4/22/20,JUNIN,261,8
12,4/23/20,JUNIN,283,8
12,4/24/20,JUNIN,294,8
12,4/25/20,JUNIN,309,9
12,4/26/20,JUNIN,321,11
12,4/27/20,JUNIN,354,11
12,4/28/20,JUNIN,397,11
12,4/29/20,JUNIN,442,11
12,4/30/20,JUNIN,508,11
12,5/1/20,JUNIN,534,11
12,5/2/20,JUNIN,589,13
12,5/3/20,JUNIN,637,14
12,5/4/20,JUNIN,686,14
12,5/5/20,JUNIN,755,14
12,5/6/20,JUNIN,812,14
12,5/7/20,JUNIN,875,14
12,5/8/20,JUNIN,916,14
12,5/9/20,JUNIN,951,14
12,5/10/20,JUNIN,969,14
12,5/11/20,JUNIN,1011,14
12,5/12/20,JUNIN,1049,14
12,5/13/20,JUNIN,1123,14
12,5/14/20,JUNIN,1152,14
12,5/15/20,JUNIN,1200,14
12,5/16/20,JUNIN,1243,14
12,5/17/20,JUNIN,1251,14
12,5/18/20,JUNIN,1353,14
12,5/19/20,JUNIN,1393,14
12,5/20/20,JUNIN,1438,16
12,5/21/20,JUNIN,1477,18
12,5/22/20,JUNIN,1531,20
12,5/23/20,JUNIN,1569,21
12,5/24/20,JUNIN,1590,22
12,5/25/20,JUNIN,1641,23
12,5/26/20,JUNIN,1694,26
12,5/27/20,JUNIN,1784,30
12,5/28/20,JUNIN,1852,31
12,5/29/20,JUNIN,1927,34
12,5/30/20,JUNIN,1975,37
12,5/31/20,JUNIN,1990,38
12,6/1/20,JUNIN,2037,40
12,6/2/20,JUNIN,2104,41
12,6/3/20,JUNIN,2150,44
12,6/4/20,JUNIN,2181,47
12,6/5/20,JUNIN,2209,50
12,6/6/20,JUNIN,2259,52
12,6/7/20,JUNIN,2300,54
12,6/8/20,JUNIN,2386,58
12,6/9/20,JUNIN,2444,62
12,6/10/20,JUNIN,2541,69
12,6/11/20,JUNIN,2630,72
12,6/12/20,JUNIN,2697,76
12,6/13/20,JUNIN,2766,86
12,6/14/20,JUNIN,2821,92
12,6/15/20,JUNIN,2882,92
12,6/16/20,JUNIN,2940,99
12,6/17/20,JUNIN,3037,102
12,6/18/20,JUNIN,3122,105
12,6/19/20,JUNIN,3159,106
12,6/20/20,JUNIN,3244,107
12,6/21/20,JUNIN,3271,108
12,6/22/20,JUNIN,3362,112
12,6/23/20,JUNIN,3435,116
12,6/24/20,JUNIN,3460,120
13,3/19/20,LA LIBERTAD,2,
13,3/20/20,LA LIBERTAD,4,
13,3/21/20,LA LIBERTAD,4,
13,3/23/20,LA LIBERTAD,5,
13,3/24/20,LA LIBERTAD,6,1
13,3/26/20,LA LIBERTAD,9,2
13,3/27/20,LA LIBERTAD,10,2
13,3/28/20,LA LIBERTAD,12,2
13,3/29/20,LA LIBERTAD,14,2
13,3/30/20,LA LIBERTAD,18,2
13,3/31/20,LA LIBERTAD,29,3
13,4/1/20,LA LIBERTAD,36,3
13,4/2/20,LA LIBERTAD,43,4
13,4/3/20,LA LIBERTAD,48,4
13,4/4/20,LA LIBERTAD,49,5
13,4/5/20,LA LIBERTAD,56,5
13,4/6/20,LA LIBERTAD,60,6
13,4/7/20,LA LIBERTAD,81,6
13,4/8/20,LA LIBERTAD,103,6
13,4/9/20,LA LIBERTAD,110,6
13,4/10/20,LA LIBERTAD,115,6
13,4/11/20,LA LIBERTAD,123,6
13,4/12/20,LA LIBERTAD,126,9
13,4/13/20,LA LIBERTAD,149,10
13,4/14/20,LA LIBERTAD,174,13
13,4/15/20,LA LIBERTAD,201,16
13,4/16/20,LA LIBERTAD,226,16
13,4/17/20,LA LIBERTAD,252,17
13,4/18/20,LA LIBERTAD,279,18
13,4/19/20,LA LIBERTAD,289,21
13,4/20/20,LA LIBERTAD,341,23
13,4/21/20,LA LIBERTAD,385,23
13,4/22/20,LA LIBERTAD,431,25
13,4/23/20,LA LIBERTAD,471,28
13,4/24/20,LA LIBERTAD,492,29
13,4/25/20,LA LIBERTAD,545,29
13,4/26/20,LA LIBERTAD,553,35
13,4/27/20,LA LIBERTAD,624,38
13,4/28/20,LA LIBERTAD,799,45
13,4/29/20,LA LIBERTAD,941,47
13,4/30/20,LA LIBERTAD,1055,50
13,5/1/20,LA LIBERTAD,1107,55
13,5/2/20,LA LIBERTAD,1218,63
13,5/3/20,LA LIBERTAD,1269,66
13,5/4/20,LA LIBERTAD,1389,69
13,5/5/20,LA LIBERTAD,1540,73
13,5/6/20,LA LIBERTAD,1652,78
13,5/7/20,LA LIBERTAD,1706,81
13,5/8/20,LA LIBERTAD,1779,87
13,5/9/20,LA LIBERTAD,1861,95
13,5/10/20,LA LIBERTAD,1899,95
13,5/11/20,LA LIBERTAD,1956,105
13,5/12/20,LA LIBERTAD,2059,106
13,5/13/20,LA LIBERTAD,2131,109
13,5/14/20,LA LIBERTAD,2214,116
13,5/15/20,LA LIBERTAD,2424,118
13,5/16/20,LA LIBERTAD,2569,123
13,5/17/20,LA LIBERTAD,2575,125
13,5/18/20,LA LIBERTAD,2695,130
13,5/19/20,LA LIBERTAD,2828,141
13,5/20/20,LA LIBERTAD,2970,146
13,5/21/20,LA LIBERTAD,3237,149
13,5/22/20,LA LIBERTAD,3471,157
13,5/23/20,LA LIBERTAD,3657,165
13,5/24/20,LA LIBERTAD,3725,167
13,5/25/20,LA LIBERTAD,3994,167
13,5/26/20,LA LIBERTAD,4176,167
13,5/27/20,LA LIBERTAD,4357,172
13,5/28/20,LA LIBERTAD,4664,177
13,5/29/20,LA LIBERTAD,4824,182
13,5/30/20,LA LIBERTAD,4997,189
13,5/31/20,LA LIBERTAD,5097,197
13,6/1/20,LA LIBERTAD,5324,203
13,6/2/20,LA LIBERTAD,5425,210
13,6/3/20,LA LIBERTAD,5521,218
13,6/4/20,LA LIBERTAD,5698,221
13,6/5/20,LA LIBERTAD,5821,233
13,6/6/20,LA LIBERTAD,5972,242
13,6/7/20,LA LIBERTAD,6016,250
13,6/8/20,LA LIBERTAD,6206,260
13,6/9/20,LA LIBERTAD,6456,271
13,6/10/20,LA LIBERTAD,6772,284
13,6/11/20,LA LIBERTAD,6973,301
13,6/12/20,LA LIBERTAD,7185,315
13,6/13/20,LA LIBERTAD,7386,330
13,6/14/20,LA LIBERTAD,7455,346
13,6/15/20,LA LIBERTAD,7672,363
13,6/16/20,LA LIBERTAD,7779,382
13,6/17/20,LA LIBERTAD,8021,398
13,6/18/20,LA LIBERTAD,8152,412
13,6/19/20,LA LIBERTAD,8330,429
13,6/20/20,LA LIBERTAD,8509,439
13,6/21/20,LA LIBERTAD,8572,460
13,6/22/20,LA LIBERTAD,8798,479
13,6/23/20,LA LIBERTAD,9014,494
13,6/24/20,LA LIBERTAD,9088,513
14,3/19/20,LAMBAYEQUE,6,
14,3/20/20,LAMBAYEQUE,8,
14,3/21/20,LAMBAYEQUE,8,
14,3/23/20,LAMBAYEQUE,8,
14,3/24/20,LAMBAYEQUE,12,
14,3/26/20,LAMBAYEQUE,13,2
14,3/27/20,LAMBAYEQUE,14,2
14,3/28/20,LAMBAYEQUE,21,2
14,3/29/20,LAMBAYEQUE,22,3
14,3/30/20,LAMBAYEQUE,30,5
14,3/31/20,LAMBAYEQUE,34,6
14,4/1/20,LAMBAYEQUE,35,7
14,4/2/20,LAMBAYEQUE,40,7
14,4/3/20,LAMBAYEQUE,68,11
14,4/4/20,LAMBAYEQUE,114,15
14,4/5/20,LAMBAYEQUE,121,18
14,4/6/20,LAMBAYEQUE,149,21
14,4/7/20,LAMBAYEQUE,291,22
14,4/8/20,LAMBAYEQUE,363,29
14,4/9/20,LAMBAYEQUE,379,37
14,4/10/20,LAMBAYEQUE,437,46
14,4/11/20,LAMBAYEQUE,500,54
14,4/12/20,LAMBAYEQUE,551,61
14,4/13/20,LAMBAYEQUE,607,64
14,4/14/20,LAMBAYEQUE,664,74
14,4/15/20,LAMBAYEQUE,837,85
14,4/16/20,LAMBAYEQUE,920,95
14,4/17/20,LAMBAYEQUE,994,114
14,4/18/20,LAMBAYEQUE,1040,127
14,4/19/20,LAMBAYEQUE,1062,134
14,4/20/20,LAMBAYEQUE,1200,145
14,4/21/20,LAMBAYEQUE,1328,155
14,4/22/20,LAMBAYEQUE,1461,169
14,4/23/20,LAMBAYEQUE,1630,186
14,4/24/20,LAMBAYEQUE,1838,204
14,4/25/20,LAMBAYEQUE,1963,218
14,4/26/20,LAMBAYEQUE,2031,232
14,4/27/20,LAMBAYEQUE,2311,250
14,4/28/20,LAMBAYEQUE,2543,265
14,4/29/20,LAMBAYEQUE,2787,278
14,4/30/20,LAMBAYEQUE,2992,297
14,5/1/20,LAMBAYEQUE,3215,309
14,5/2/20,LAMBAYEQUE,3353,320
14,5/3/20,LAMBAYEQUE,3481,333
14,5/4/20,LAMBAYEQUE,3758,342
14,5/5/20,LAMBAYEQUE,3974,359
14,5/6/20,LAMBAYEQUE,4134,374
14,5/7/20,LAMBAYEQUE,4280,385
14,5/8/20,LAMBAYEQUE,4423,387
14,5/9/20,LAMBAYEQUE,4488,394
14,5/10/20,LAMBAYEQUE,4512,401
14,5/11/20,LAMBAYEQUE,4634,404
14,5/12/20,LAMBAYEQUE,4753,410
14,5/13/20,LAMBAYEQUE,4910,414
14,5/14/20,LAMBAYEQUE,5085,427
14,5/15/20,LAMBAYEQUE,5339,436
14,5/16/20,LAMBAYEQUE,5469,445
14,5/17/20,LAMBAYEQUE,5495,449
14,5/18/20,LAMBAYEQUE,5716,456
14,5/19/20,LAMBAYEQUE,5932,460
14,5/20/20,LAMBAYEQUE,6064,461
14,5/21/20,LAMBAYEQUE,6227,466
14,5/22/20,LAMBAYEQUE,6382,470
14,5/23/20,LAMBAYEQUE,6578,475
14,5/24/20,LAMBAYEQUE,6643,476
14,5/25/20,LAMBAYEQUE,6957,477
14,5/26/20,LAMBAYEQUE,7412,477
14,5/27/20,LAMBAYEQUE,7911,480
14,5/28/20,LAMBAYEQUE,8222,483
14,5/29/20,LAMBAYEQUE,8456,486
14,5/30/20,LAMBAYEQUE,8757,487
14,5/31/20,LAMBAYEQUE,8813,491
14,6/1/20,LAMBAYEQUE,8942,493
14,6/2/20,LAMBAYEQUE,9087,496
14,6/3/20,LAMBAYEQUE,9207,496
14,6/4/20,LAMBAYEQUE,9369,504
14,6/5/20,LAMBAYEQUE,9453,505
14,6/6/20,LAMBAYEQUE,9608,509
14,6/7/20,LAMBAYEQUE,9721,510
14,6/8/20,LAMBAYEQUE,9898,511
14,6/9/20,LAMBAYEQUE,10092,517
14,6/10/20,LAMBAYEQUE,10348,523
14,6/11/20,LAMBAYEQUE,10574,531
14,6/12/20,LAMBAYEQUE,10856,534
14,6/13/20,LAMBAYEQUE,11061,538
14,6/14/20,LAMBAYEQUE,11100,543
14,6/15/20,LAMBAYEQUE,11280,549
14,6/16/20,LAMBAYEQUE,11408,555
14,6/17/20,LAMBAYEQUE,11610,563
14,6/18/20,LAMBAYEQUE,11774,569
14,6/19/20,LAMBAYEQUE,11950,575
14,6/20/20,LAMBAYEQUE,12055,580
14,6/21/20,LAMBAYEQUE,12105,584
14,6/22/20,LAMBAYEQUE,12272,588
14,6/23/20,LAMBAYEQUE,12385,593
14,6/24/20,LAMBAYEQUE,12502,597
15,3/19/20,LIMA,206,3
15,3/20/20,LIMA,232,5
15,3/21/20,LIMA,259,5
15,3/23/20,LIMA,317,6
15,3/24/20,LIMA,364,7
15,3/26/20,LIMA,486,10
15,3/27/20,LIMA,508,15
15,3/28/20,LIMA,591,17
15,3/29/20,LIMA,698,26
15,3/30/20,LIMA,794,31
15,3/31/20,LIMA,987,43
15,4/1/20,LIMA,1048,49
15,4/2/20,LIMA,1219,56
15,4/3/20,LIMA,1405,78
15,4/4/20,LIMA,1905,101
15,4/5/20,LIMA,2218,107
15,4/6/20,LIMA,2701,123
15,4/7/20,LIMA,3331,139
15,4/8/20,LIMA,4027,163
15,4/9/20,LIMA,4647,181
15,4/10/20,LIMA,5433,192
15,4/11/20,LIMA,6192,210
15,4/12/20,LIMA,6707,235
15,4/13/20,LIMA,7409,257
15,4/14/20,LIMA,8019,275
15,4/15/20,LIMA,8783,304
15,4/16/20,LIMA,9612,343
15,4/17/20,LIMA,10175,374
15,4/18/20,LIMA,11038,400
15,4/19/20,LIMA,11868,435
15,4/20/20,LIMA,12976,476
15,4/21/20,LIMA,14217,515
15,4/22/20,LIMA,15634,551
15,4/23/20,LIMA,16900,575
15,4/24/20,LIMA,18199,608
15,4/25/20,LIMA,19608,629
15,4/26/20,LIMA,20573,659
15,4/27/20,LIMA,22532,693
15,4/28/20,LIMA,24246,724
15,4/29/20,LIMA,26753,736
15,4/30/20,LIMA,28482,753
15,5/1/20,LIMA,29867,805
15,5/2/20,LIMA,31799,838
15,5/3/20,LIMA,33026,876
15,5/4/20,LIMA,35366,918
15,5/5/20,LIMA,37747,976
15,5/6/20,LIMA,40000,1019
15,5/7/20,LIMA,42365,1045
15,5/8/20,LIMA,44443,1075
15,5/9/20,LIMA,45872,1112
15,5/10/20,LIMA,46480,1148
15,5/11/20,LIMA,48789,1172
15,5/12/20,LIMA,51695,1209
15,5/13/20,LIMA,54502,1239
15,5/14/20,LIMA,56619,1277
15,5/15/20,LIMA,59009,1293
15,5/16/20,LIMA,61393,1299
15,5/17/20,LIMA,62698,1305
15,5/18/20,LIMA,65773,1324
15,5/19/20,LIMA,68552,1337
15,5/20/20,LIMA,71496,1356
15,5/21/20,LIMA,74477,1370
15,5/22/20,LIMA,77863,1374
15,5/23/20,LIMA,80868,1378
15,5/24/20,LIMA,81833,1380
15,5/25/20,LIMA,85879,1382
15,5/26/20,LIMA,89890,1382
15,5/27/20,LIMA,94170,1447
15,5/28/20,LIMA,97699,1521
15,5/29/20,LIMA,100836,1599
15,5/30/20,LIMA,103413,1681
15,5/31/20,LIMA,104808,1756
15,6/1/20,LIMA,106815,1838
15,6/2/20,LIMA,108660,1917
15,6/3/20,LIMA,109583,1988
15,6/4/20,LIMA,111427,2064
15,6/5/20,LIMA,114162,2153
15,6/6/20,LIMA,116651,2250
15,6/7/20,LIMA,118393,2315
15,6/8/20,LIMA,120646,2414
15,6/9/20,LIMA,123369,2506
15,6/10/20,LIMA,126065,2636
15,6/11/20,LIMA,128073,2744
15,6/12/20,LIMA,129830,2854
15,6/13/20,LIMA,131959,2948
15,6/14/20,LIMA,133597,3042
15,6/15/20,LIMA,135835,3154
15,6/16/20,LIMA,137656,3235
15,6/17/20,LIMA,139398,3345
15,6/18/20,LIMA,140976,3440
15,6/19/20,LIMA,142299,3535
15,6/20/20,LIMA,143969,3628
15,6/21/20,LIMA,144603,3715
15,6/22/20,LIMA,146652,3808
15,6/23/20,LIMA,148307,3899
15,6/24/20,LIMA,149759,3975
16,3/19/20,LORETO,12,
16,3/20/20,LORETO,14,
16,3/21/20,LORETO,16,
16,3/23/20,LORETO,16,
16,3/24/20,LORETO,18,
16,3/26/20,LORETO,23,
16,3/27/20,LORETO,27,
16,3/28/20,LORETO,52,
16,3/29/20,LORETO,53,
16,3/30/20,LORETO,58,2
16,3/31/20,LORETO,62,2
16,4/1/20,LORETO,73,2
16,4/2/20,LORETO,82,2
16,4/3/20,LORETO,107,2
16,4/4/20,LORETO,147,2
16,4/5/20,LORETO,178,3
16,4/6/20,LORETO,188,3
16,4/7/20,LORETO,284,4
16,4/8/20,LORETO,352,5
16,4/9/20,LORETO,357,6
16,4/10/20,LORETO,364,8
16,4/11/20,LORETO,377,9
16,4/12/20,LORETO,400,9
16,4/13/20,LORETO,426,10
16,4/14/20,LORETO,457,14
16,4/15/20,LORETO,471,17
16,4/16/20,LORETO,478,19
16,4/17/20,LORETO,536,22
16,4/18/20,LORETO,607,26
16,4/19/20,LORETO,649,26
16,4/20/20,LORETO,691,26
16,4/21/20,LORETO,709,28
16,4/22/20,LORETO,727,32
16,4/23/20,LORETO,752,43
16,4/24/20,LORETO,831,49
16,4/25/20,LORETO,915,54
16,4/26/20,LORETO,973,62
16,4/27/20,LORETO,1047,69
16,4/28/20,LORETO,1220,76
16,4/29/20,LORETO,1449,89
16,4/30/20,LORETO,1543,101
16,5/1/20,LORETO,1685,109
16,5/2/20,LORETO,1790,121
16,5/3/20,LORETO,1815,127
16,5/4/20,LORETO,1943,137
16,5/5/20,LORETO,2000,150
